id,policy_title,description_short,agency,policy_area,status,status_detail,status_source,p2025_page,last_updated,status_bucket
404,Aviation,"Support joint venture efforts by smaller carriers (for example, Jet Blue and Spirit) to achieve scale necessary to reduce costs and compete more effectively with the larger carriers",U.S. Department of Transportation,Aviation,Completed,"JetBlue and United JV (Jul 30, 2025)",https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,630,2026-02-11,Completed
405,Aviation,"Review foreign ownership and control limitations and, if necessary, work with Congress to change existing statutes",U.S. Department of Transportation,Aviation,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,630,2026-02-11,Not initiated
406,Aviation,Use the Committee on Foreign Investment in the United States (CFIUS) process to keep out foreign actors while allowing investment from investors in designated like-minded countries so long as U.S.-based investors maintain plurality ownership,U.S. Department of Transportation,Aviation,Completed,"America First Investment Policy (Feb. 21, 2025)",https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,631,2026-02-11,Completed
407,Aviation,Establish a New Entry Initiative that commits the federal government to approving or rejecting the applications of new air carriers within 12 months,U.S. Department of Transportation,Aviation,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,631,2026-02-11,Not initiated
408,Aviation,"Initiate a rulemaking to allocate slot-pairs more consistently to airlines at capacity-controlled airports on the primary basis of safety, maximizing capacity, and competition",U.S. Department of Transportation,Aviation,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,631,2026-02-11,Not initiated
409,Aviation,Require pilots to have fewer flight hours or count certified simulator training to combat the pilot shortage,U.S. Department of Transportation,Aviation,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,631,2026-02-11,Not initiated
410,Aviation,"So long as U.S. carriers are not able to fly over Russian airspace, forbid foreign carriers serving markets in East Asia and South Asia from enjoying a competitive advantage by continuing to allow them to fly to the U.S. Do not offer additional negotiations until the Chinese implement the agreements they have already signed",U.S. Department of Transportation,Aviation,Proposed,"Department of Transportation proposed ""2025-10-3 Order to Show Cause Proposing to Condition Certain Foreign Air Carrier Permits and Exemption"" (Oct. 9, 2025)",https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,631,2026-02-11,In progress
411,Aviation,"Establish an interagency clearinghouse to drive consistent policies across the government on spectrum, drones, and advanced air mobility",U.S. Department of Transportation,Aviation,Completed,"Executive Order 14307 (Jun 6, 2025)",https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,632,2026-02-11,Completed
412,FAA,Promote the FAA’s top executive team from within and require strict professional requirements for its top appointees,U.S. Department of Transportation,FAA,Initiated/Attempted,"Several, but not all, of the Key Officials at FAA seem to meet these criteria",https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,633,2026-02-11,In progress
413,Transit Policy,"Ensure that each Capital Investment Grants (CIG) project meets sound economic standards and a rigorous cost-benefit analysis, at a minimum",U.S. Department of Transportation,Transit Policy,Completed,"Final policy guidance (Nov. 12, 2025)",https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,635,2026-02-11,Completed
414,Railroad Policy,Review FRA’s Notice of Proposed Rulemaking (NPRM) on crew size,U.S. Department of Transportation,Railroad Policy,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,636,2026-02-11,Not initiated
415,Railroad Policy,Amend FRA's 50-year-old track inspection requirements to adopt a modern inspection program that takes advantage of technological ways to inspect track,U.S. Department of Transportation,Railroad Policy,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,636,2026-02-11,Not initiated
416,Railroad Policy,Take final action on the rulemaking proceeding that would modernize brake inspection requirements by taking advantage of the ability to track brake inspections on rolling stock electronically instead of by using paper air brake slips,U.S. Department of Transportation,Railroad Policy,Proposed,"Proposed Rule on Brake System Maintenance and Inspection (Jul. 1, 2025)",https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,636,2026-02-11,In progress
417,Railroad Policy,Review proposed certification requirements for dispatchers and signal employees,U.S. Department of Transportation,Railroad Policy,Completed,"""FRA pauses dispatcher, signal worker certification rule"" Industry News Item (March 18, 2025) [formal Federal Register notice due]",https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,637,2026-02-11,Completed
418,Railroad Policy,Review proposed emergency escape breathing apparatus requirements,U.S. Department of Transportation,Railroad Policy,Proposed,"Extension of Compliance Dates (Aug. 7, 2025)",https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,637,2026-02-11,In progress
419,Railroad Policy,FRA decision-making on where to spend its research dollars should be solely on the merits of improving the safety and efficiency of the railroad industry,U.S. Department of Transportation,Railroad Policy,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,637,2026-02-11,Not initiated
420,Employee Benefits,"Rescind all clinical directives that are contrary to principles of conservative governance, including abortion services and gender reassignment surgeries",U.S. Department of Veterans Affairs,Employee Benefits,Completed,VA to phase out treatment for gender dysphoria,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,644,2026-02-11,Completed
421,Budget Organizational Agenda,"Require the VA to publicly report on quality, safety, patient experience, and timeliness of care using Medicare-like standards.",U.S. Department of Veterans Affairs,Budget Organizational Agenda,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,646,2026-02-11,Not initiated
422,Personnel Organizational Agenda,"Improve the veteran experience with VA benefits by addressing the complexity of the system and delays in the disability claims process, leveraging private-sector technology to streamline claims adjudication, implementing an ""Express 30"" pilot for faster initial claims processing, and hiring private firms to reduce exam delays.",U.S. Department of Veterans Affairs,Personnel Organizational Agenda,Initiated/Attempted,"The New VA Budget Pushes to Privatize Care, Risking the Veterans Health System",https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,649,2026-02-11,In progress
423,Personnel Organizational Agenda,"Reform the VBA's Human Capital Management process to create a more blended workforce, using contractors to handle claims processing and freeing federal employees for final benefit decisions",U.S. Department of Veterans Affairs,Personnel Organizational Agenda,Initiated/Attempted,VA walks back plans for mass layoffs but will still lose tens of thousands of jobs,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,650,2026-02-11,In progress
424,Personnel Organizational Agenda,Rescind all delegations of authority made by the VA under the prior administration and transfer all career Senior Executive Service (SES) employees from politically appointed positions (PA/PAS) to ensure political control of the VA.,U.S. Department of Veterans Affairs,Personnel Organizational Agenda,Initiated/Attempted,Trump to convert some top career roles to political appointments and evaluate execs on adherence to president’s agenda,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,651,2026-02-11,In progress
425,Budget Organizational Agenda,"Political appointees must also monitor internal CFO operations
down to the operating division level to ensure that funds are not being diverted to programs that do not align with Administration priorities",U.S. Department of Commerce,Budget Organizational Agenda,Initiated/Attempted,"News: Commerce Department Freezes Contracts, NOAA's Hangs Get Tied Even Tighter",https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,665,2026-02-11,In progress
426,Regulatory Policy and Oversight,All advisory committees should be reviewed regarding whether they are required by statute and abolished if they are not.,U.S. Department of Commerce,Regulatory Policy and Oversight,Initiated/Attempted,Notice of termination of 14 Discretionary Federal Advisory Committees.,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,666,2026-02-11,In progress
427,Trade,"Re-establish and expand suspended in-person pandemic-related
 erifications, particularly regarding the People’s Republic of China. Ensure that verifications are rigorous.",U.S. Department of Commerce,Trade,Initiated/Attempted,News: Administration Heightens Enforcement Focus on Tariff Evasion & ‘Transshipment’,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,667,2026-02-11,In progress
428,Trade,"Implement advanced analytics and artificial intelligence to identify
opportunities for self-initiation, detect circumvention, and prevent bad
actors from gaming the system",U.S. Department of Commerce,Trade,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,667,2026-02-11,Not initiated
429,Trade,"Work, pursuant to the above, with interagency partners in AD/CVD cases to
either require foreign importers of record (IORs) to make cash deposits far in
excess of established duty rates at the time of entry of AD/CVD merchandise,
require IORs to register sufficient U.S. assets to ensure timely payment of
duties, or otherwise prohibit IORs from importing AD/CVD merchandise.",U.S. Department of Commerce,Trade,Proposed,America First Trade Policy,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,668,2026-02-11,In progress
430,Trade,"Reverse the practice of giving the benefit of the doubt to foreign companies
versus U.S. companies in AD/CVD proceedings.",U.S. Department of Commerce,Trade,Proposed,America First Trade Policy,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,668,2026-02-11,In progress
431,Trade,"Establish a policy for addressing companies that invest heavily in the U.S.
and thus have large import volumes, exposing them to AD/CVD petitions",U.S. Department of Commerce,Trade,Proposed,America First Trade Policy,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,668,2026-02-11,In progress
432,Trade,"Establish an elective, fair, and objective process for self-initiation of AD/
CVD proceedings when industry lacks the resources or ability to act.",U.S. Department of Commerce,Trade,Proposed,America First Trade Policy,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,668,2026-02-11,In progress
433,China,Revive the China-specific non-market economy unit.,U.S. Department of Commerce,China,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,668,2026-02-11,Not initiated
434,China,"Develop a new methodology to determine normal values in Chinese antidumping cases because—given China’s size, economic might, and state intervention in the economy—there is no comparable surrogate country to use as a proxy for production costs",U.S. Department of Commerce,China,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,669,2026-02-11,Not initiated
435,Technology,"The Bureau of Industry and Security (BIS) should create an open, transparent rulemaking process by which any industry participant, private entity, or branch of the government may, at any time, submit nominations for emerging/foundational technologies for control.",U.S. Department of Commerce,Technology,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,672,2026-02-11,Not initiated
436,Trade,Eliminate the “specially designed” licensing loophole,U.S. Department of Commerce,Trade,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,673,2026-02-11,Not initiated
437,Trade,"Redesignate China and Russia to more highly prohibitive export licensing
groups (country groups D or E)",U.S. Department of Commerce,Trade,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,673,2026-02-11,Not initiated
438,Trade,Eliminate license exceptions,U.S. Department of Commerce,Trade,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,673,2026-02-11,Not initiated
439,Trade,"Reduce the de minimis threshold from 25 percent to 10 percent—or 0
percent for critical technologies",U.S. Department of Commerce,Trade,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,673,2026-02-11,Not initiated
440,Trade,"Tighten the deemed export rules to prevent technology transfer to
foreign nationals from countries of concern;",U.S. Department of Commerce,Trade,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,673,2026-02-11,Not initiated
441,Trade,"Eliminate license exceptions for sharing technology with controlled
entities/countries through standards-setting “activities” and bodies",U.S. Department of Commerce,Trade,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,673,2026-02-11,Not initiated
442,Trade,BIS must add more entities to the Entity List (compilation of foreign individuals/companies/organizations deemened a national security concern) and apply a license review “policy of denial” that prohibits exports to these entities.,U.S. Department of Commerce,Trade,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,674,2026-02-11,Not initiated
443,Trade,"Entity List parties that violate export controls should be placed on the BIS
Denied Persons List and, if the violations are significant enough, they should also be sanctioned by the Department of Treasury",U.S. Department of Commerce,Trade,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,674,2026-02-11,Not initiated
444,Technology,"DOC should draft and implement an executive order (EO)
based on the International Emergency Economic Powers Act, which expands export control authority beyond ECRA’s scope  -- EO should establish
a framework for the types of personal data subject to export controls and licensing policy by country, and the BIS should implement the EO through regulations",U.S. Department of Commerce,Technology,Initiated/Attempted,"Fact Sheet: President Donald J. Trump Declares National Emergency to Increase our Competitive Edge, Protect our Sovereignty, and Strengthen our National and Economic Security",https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,674,2026-02-11,In progress
445,Technology,"BIS should designate app providers (such as WeChat and
ByteDance/TikTok) known for undermining U.S. national security through data
collection, surveillance, and influence operations, to the Entity List",U.S. Department of Commerce,Technology,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,674,2026-02-11,Not initiated
446,Technology,NOAA should be broken up and downsized -- the National Weather Service should fully commercialize its forcasting operations,U.S. Department of Commerce,Technology,Initiated/Attempted,"News: The US agency that monitors weather will cut another 1,000 jobs, AP sources say;",https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,675,2026-02-11,In progress
447,Technology,Commercialization of weather technologies should be prioritized to ensure that taxpayer dollars are invested in the most cost-efficient technologies for high quality research and weather data,U.S. Department of Commerce,Technology,Initiated/Attempted,NOAA seeks more money and flexibility for commercial weather data program,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,675,2026-02-11,In progress
448,Technology,"Data collected by the National Hurricane Center and the National Environmental Satellite Service should be presented neutrally, without adjustments intended to support any one side in the climate debate",U.S. Department of Commerce,Technology,Initiated/Attempted,"News: Trump officials signal potential changes at NOAA, the weather and climate agency",https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,675,2026-02-11,In progress
449,Oceans and Water,Transfer National Ocean Service Survey Functions to the U.S. Coast Guard and the U.S. Geological Survey,U.S. Department of Commerce,Oceans and Water,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,676,2026-02-11,Not initiated
450,Oceans and Water,"Harmonize the Magnuson–Stevens Act with the National Marine Sanctuaries
Act",U.S. Department of Commerce,Oceans and Water,Initiated/Attempted,EO: UNLEASHING AMERICAN COMMERCIAL FISHING IN THE PACIFIC,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,676,2026-02-11,In progress
451,Oceans and Water,Withdraw the 30x30 Executive Order and Associated America the Beautiful Initiative,U.S. Department of Commerce,Oceans and Water,Initiated/Attempted,EO: INITIAL RESCISSIONS OF HARMFUL EXECUTIVE ORDERS AND ACTIONS,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,676,2026-02-11,In progress
452,Oceans and Water,Allow a NEPA exemption for fisheries actions to reduce redundancy within requirements,U.S. Department of Commerce,Oceans and Water,Initiated/Attempted,Final EIS: Consideration of Exempted Fishing Permits for Testing Fishing Practices to Target Swordfish and Other Marketable Highly Migratory Species in the United States West Coast Exclusive Economic Zone,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,676,2026-02-11,In progress
453,Oceans and Water,Break up the Office of Marine and Aviation Operatins and reassign its assets to other agencies or to the General Services Administration,U.S. Department of Commerce,Oceans and Water,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,677,2026-02-11,Not initiated
454,Trade,"Executive order to direct the Office of Space Commerce, working
with the National Space Council, to establish a whole-of-government policy for
licensing and oversight of commercial space operations.",U.S. Department of Commerce,Trade,Completed,EO: Enabling Competition in the Space Industry,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,677,2026-02-11,Completed
455,Census,Add a citizenship question to the 2030 census,U.S. Department of Commerce,Census,Initiated/Attempted,Census Bureau plans to use survey with a citizenship question in its test for 2030,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,680,2026-02-11,In progress
456,Census,"Review forthcoming changes to the census' race and ethnicity questions, and revevaluate all questions overall",U.S. Department of Commerce,Census,Proposed,Trump official signals potential rollback of changes to census racial categories,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,680,2026-02-11,In progress
457,Census,"The Commerce Secretary should abolish the Census Bureau National Advisory Committee on Racial, Ethnic, and Other Populations (NAC)",U.S. Department of Commerce,Census,Completed,Notice of Termination of 14 Discretionary Federal Advisory Committees,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,682,2026-02-11,Completed
458,Economics,"If it's not possible to abolish the EDA: consolidate decision-making to the Assistant Secretary’s office to better align funding with conservative political purposes, leverage the direct hire authorities established in the Trump
Administration for special initiatives or disaster/recovery funding, continue disastr funding with better coordination, build on the Opportunity Zones to incentivize private sector investment in distressed communities",U.S. Department of Commerce,Economics,Initiated/Attempted,Statement from U.S. Secretary of Commerce Howard Lutnick on the Tech Hubs Program,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,683,2026-02-11,In progress
459,Economics,Establish MBDA as a data and research clearinghouse for minority business enterprises and policymakers,U.S. Department of Commerce,Economics,Initiated/Attempted,EO: CONTINUING THE REDUCTION OF THE FEDERAL BUREAUCRACY,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,685,2026-02-11,In progress
460,Patents and Trademarks,"Re-examine patent eligibility requirements in Section 101 of the Patent Act
and support internal and/or legislative reforms to enable U.S. leadership
in critical and emerging technologies such as quantum computing, 5G, and
artificial intelligence",U.S. Department of Commerce,Patents and Trademarks,Proposed,Reminders on evaluating subject matter eligibility of claims under 35 U.S.C. 101,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,685,2026-02-11,In progress
461,Patents and Trademarks,"Oppose efforts to provide intellectual property waivers for cutting-edge
technologies, including for COVID-19 vaccines and therapeutics, through
the World Trade Organization’s Trade-Related Aspects of Intellectual
Property Rights agreement or any other mechanism",U.S. Department of Commerce,Patents and Trademarks,Proposed,US Trade Represenative 2025 Trade Policy Agenda,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,685,2026-02-11,In progress
462,Technology,"Privatize the Hollings Manufacturing Extension Partnership, a network of centers located in all 50 States and Puerto Rico, and is a source of trusted advice about new technologies, production techniques and business management practices.",U.S. Department of Commerce,Technology,Initiated/Attempted,"Administration moves to eliminate federal MEP program, sources indicate",https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,686,2026-02-11,In progress
463,Technology,Transfer maintenance and operation of the Baldridge Performance Excellence Program to the  Baldridge Award Foundation to be run by non-government staff via fees.,U.S. Department of Commerce,Technology,Completed,Transition of the Baldrige Performance Excellence Program,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,686,2026-02-11,Completed
464,Technology,The National Institute of Standards and Technology should reinvigorate the Technology Transfer and ROI (return on investment) initiatives begun under the Trump Administration.,U.S. Department of Commerce,Technology,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,686,2026-02-11,Not initiated
465,Technology,"The National Telecommunications and Information agency (NTIA) must fully
implement the Trump Administration’s Information and Communications
Technology and Services (ICTS) Executive Order authorities in a way
that ensures long-term success and the legal viability of this new national
security tool",U.S. Department of Commerce,Technology,Proposed,White House America First Trade Polilcy,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,687,2026-02-11,In progress
466,Technology,"Reevaluate broadband grant programs and, when possible, establish Administration priorities in how each grant is structured",U.S. Department of Commerce,Technology,Completed,Cancellation of the Digital Equity Act Grant Programs,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,688,2026-02-11,Completed
467,Technology,Evaluate the performance and long-term value proposition of FirstNet in view of modern technologies that will render it obsolete.,U.S. Department of Commerce,Technology,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,688,2026-02-11,Not initiated
468,Tax Policy and Regulations,"Congress or the President should create an oversight board composed of private sector IT experts should be established and given the authority to conduct meaningful, contemporaneous oversight",U.S. Department of the Treasury,Tax Policy and Regulations,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,700,2026-02-11,Not initiated
469,Taxpayer Rights and Privacy,Require the IRS to address the NTA's comments in final rules and including the National Taxpayer Advocate (NTA) in deliberations prior to the release of a proposed rule.,U.S. Department of the Treasury,Taxpayer Rights and Privacy,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,700,2026-02-11,Not initiated
470,International Tax Policy and Regulations,The Treasury Department should withdraw from Senate consideration the Protocol Amending the Convention on Mutual Administrative Assistance in Tax Matters.,U.S. Department of the Treasury,International Tax Policy and Regulations,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,701,2026-02-11,Not initiated
471,International Tax Policy and Regulations,The U.S. should withdraw from both the World Bank and the IMF and terminate its financial contribution to both institutions.,U.S. Department of the Treasury,International Tax Policy and Regulations,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,702,2026-02-11,Not initiated
472,Taxpayer Rights and Privacy,"To promote transparency of finances, each year Americans should receive a
financial statement of the U.S. government alerting citizens of the revenues, expenditures, deficit, and debt for the preceding fiscal year.",U.S. Department of the Treasury,Taxpayer Rights and Privacy,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,702,2026-02-11,Not initiated
473,Geopolitical Oversight,Treasury should examine creating a school of financial warfare jointly with DOD.,U.S. Department of the Treasury,Geopolitical Oversight,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,704,2026-02-11,Not initiated
474,DEI,"Identify every Treasury official who participated in DEI initiatives and
interview him or her for the purpose of determining the scope and nature of
these initiatives and to ensure that such initiatives are completely ended.",U.S. Department of the Treasury,DEI,Initiated/Attempted,"E.g., Executive Order ""Ending Illegal Discrimination and Restoring Merit-Based Opportunity"" (Jan. 21, 2025)",https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,708,2026-02-11,In progress
475,DEI,The Administration should eliminate the 25-member Treasury Advisory Committee on Racial Equity.,U.S. Department of the Treasury,DEI,Initiated/Attempted,"E.g., Executive Order ""Ending Illegal Discrimination and Restoring Merit-Based Opportunity"" (Jan. 21, 2025)",https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,708,2026-02-11,In progress
476,DEI,"Expose and make public all training materials and initiatives designed to single out any race, ethnicity, or sex for special treatment.",U.S. Department of the Treasury,DEI,Initiated/Attempted,"E.g., Executive Order ""Ending Illegal Discrimination and Restoring Merit-Based Opportunity"" (Jan. 21, 2025)",https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,708,2026-02-11,In progress
477,Climate-related Risks,"Next administration should reverse support for international public- (and private-) based efforts promoting Environmental, Social, and Governance and Principles for Responsible Investment.",U.S. Department of the Treasury,Climate-related Risks,Initiated/Attempted,"E.g., Trump Administration to Overturn Rule Allowing Retirement Plans to Consider ESG Factors",https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,709,2026-02-11,In progress
478,Monetary Policy Reform,"Curb the Federal Reserve's ""lender-of-last resort"" (LOLR) function, encouraging banks to engage in more conservative lending practices.",U.S. Federal Reserve,Monetary Policy Reform,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,733,2026-02-11,Not initiated
479,Monetary Policy Reform,The Federal Reserve should be precluded from any future purchases of mortgage-backed securities (MBS) and should wind down its holdings either by selling off the assets or by allowing them to mature without replacement.,U.S. Federal Reserve,Monetary Policy Reform,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,735,2026-02-11,Not initiated
480,Oversight,Effectively abolish the Fed in its current form and restrict the Department of the Treasury to handling the government's money.,U.S. Federal Reserve,Oversight,Proposed,"GOP Lawmakers Unveil Bill to ""End the Fed""",https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,736,2026-02-11,In progress
481,Monetary Policy Reform,"Eliminate ""full employment"" from the Federal Reserve's ""dual mandate,"" requiring it to focus on price stability alone.",U.S. Federal Reserve,Monetary Policy Reform,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,740,2026-02-11,Not initiated
482,Monetary Policy Reform,"Focus any regulatory activities on maintaining bank capital adequacy, minimizing the Federal Reserve's incorporation of environmental, social, and governance factors into its mandate.",U.S. Federal Reserve,Monetary Policy Reform,Initiated/Attempted,"Press Release, Federal Reserve Board Announces It Has Withdrawn From the Network of Central Banks and Supervisors for Greening the Financial System (Jan. 17, 2025)",https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,740,2026-02-11,In progress
483,Oversight,"Appoint a commission to explore the mission of the Federal Reserve, alternatives to the Federal Reserve system, and the nation's financial regulatory apparatus.",U.S. Federal Reserve,Oversight,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,741,2026-02-11,Not initiated
484,Monetary Policy Reform,Prevent the institution of a central bank digital currency (CBDC).,U.S. Federal Reserve,Monetary Policy Reform,Completed,"Executive Order, Strenthening American Leadership in Digital Financial Technology (Jan. 23, 2025)",https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,741,2026-02-11,Completed
485,Accountability and managerial practice,Review all internal government watchdog recommendations and require that SBA management implement or address outstanding and ongoing OIG and GAO recommendations within a specified time frame (ideally within 90 days of a recommendation) and on an ongoing basis.,U.S. Small Business Administration,Accountability and managerial practice,Proposed,U.S. Small Business Administration Office of Inspector General - Open Recommendations,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,751,2026-02-11,In progress
486,Strengthening the Office of Advocacy,Explicitly direct federal agencies to comply with the RFA.,U.S. Small Business Administration,Strengthening the Office of Advocacy,Completed,SBA Launches Center for Faith,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,752,2026-02-11,Completed
487,Eligibility of Religious Entities for SBA Loans,Finalize the Trump Administration’s proposed rule to replace SBA Form 1971 or publish its own updated proposed rule to remove the unconstitutional regulations.,U.S. Small Business Administration,Eligibility of Religious Entities for SBA Loans,Completed,Form not avaible,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,755,2026-02-11,Completed
488,Small Business Innovation Research and Small Business Technology Transfer Programs,Ensure the enactment of stricter rules requiring that SBIR funds must be expended on capital investments in the United States.,U.S. Small Business Administration,Small Business Innovation Research and Small Business Technology Transfer Programs,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,755,2026-02-11,Not initiated
489,Domestic Manufacturing and Small Business,"Reform the Small Business Investment Company (SBIC) program
to refocus its support on small businesses rather than technology
startups only.",U.S. Small Business Administration,Domestic Manufacturing and Small Business,Initiated/Attempted,Small Business Investment Company (SBIC) Regulatory Amendments,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,756,2026-02-11,In progress
490,Entrepreneurial Capital Formation,Allow traditional self-certification of accredited investor status for all Regulation D Rule 506 offerings.,U.S. Financial Regulatory Agencies,Entrepreneurial Capital Formation,Initiated/Attempted,"E.g., SEC No-Action Letter Opens the Door Wider on Rule 506(c) Offerings",https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,831,2026-02-11,In progress
491,Better Capital Markets,"Oppose efforts to redefine the purpose of business in the name of social
justice; corporate social responsibility (CSR); stakeholder theory;
environmental, social, and governance (ESG) criteria; socially responsible
investing (SRI); sustainability; diversity; business ethics; or common-
good capitalism.",U.S. Financial Regulatory Agencies,Better Capital Markets,Initiated/Attempted,"E.g., SEC withdraws defense of climate-risk disclosure rule; Trump Administration To Overturn Rule Allowing Retirement Plans to Consider ESG Factors",https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,832,2026-02-11,In progress
